idcontrato,tipoContrato,tipoFimContrato,CPV,adjudicante,adjudicatarios,concorrentes,precoBaseProcedimento,precoContratual,PrecoTotalEfetivo,dataDecisaoAdjudicacao,dataCelebracaoContrato,dataPublicacao,dataFechoContrato,nr_concorrentes,city,cpv_prefix,agg_cpv,contribuinte_adjudicante,contribuinte_adjudicatarios,adjudicante_clean,adjudicatarios_clean
9923044,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",71356200-0 - Serviços de assistência técnica,Município de Cabeceiras de Basto,"Crm - Climatização Unipessoal, Lda","501237445-Omninstal - Electricidade, S.A. | 508622069-OPENLINE FACILITY SERVICES, S.A. | 509115160-Crm - Climatização Unipessoal, Lda",12760.0,12700.0,12700.0,2023-02-14,2023-03-07,2023-04-11,2023-12-22,3,Cabeceiras de Basto,71,Arquitetura e engenharia,505330334,509115160,municipio de cabeceiras de basto,crm climatizacao
9923502,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33190000-8 - Dispositivos e produtos médicos variados,"Serviço de Saúde da Região Autónoma da Madeira, EPERAM (SESARAM, EPERAM)","B.BRAUN MEDICAL, UNIPESSOAL, LDA.","508671531-Kvtech Portugal - Produtos Médicos Unipessoal Lda | 500684324-MEDICINÁLIA CORMÉDICA - MCMEDICAL, LIMITADA | 503281115-CLINIFAR - PROD.CLINICOS E FARMAC. | --LELEMAN s.l. | 500153370-JOHNSON &amp; JOHNSON, LDA | 501506543-B BRAUN MEDICAL, LDA. | 980249783-TELEFLEX MEDICAL, SA | 505792362-OVERPHARMA - PRODUTOS MEDICOS E FARM. | 508592909-Batist Medical Portugal, Unipessoal, Lda. | 504453939-SOCIME II - Produtos Medicos Lda | 511135858-INSULARPHARMA. LDA",100506.93,24143.1,23667.0,2023-03-23,2023-04-13,2023-04-12,2024-02-10,11,Funchal,33,Saúde e equipamento médico,511228848,501506543,servico de saude da regiao autonoma da madeira eperam sesaram eperam,b braun medical
10076111,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45233252-0 - Pavimentação de ruas,Município de Valpaços,"Custódio Pereira Areias Tender, S.A.","505232901-Gaspar Rodrigues - Construção Civil e Obras Públicas, Lda. | 504561898-Tâmega Trans, Lda | 516287338-Custódio Pereira Areias Tender, S.A. | 503149403-NCX-Construções, Engenharia e Gestão Lda | 508151848-Teixeirasemprogresso, Lda. | 509786952-Secundino Queirós - Construções e Obras Públicas, Lda. | 501220151-Baltazar &amp; Filhos Lda.",87245.77,76953.5,76953.5,2023-06-05,2023-06-15,2023-06-16,2023-12-04,7,Valpaços,45,Construção,506874320,516287338,municipio de valpacos,custodio pereira areias tender
9858443,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45233200-1 - Obras diversas de pavimentação,Município da Amadora,"SANESTRADAS - EMP. OB. PUB. E PART., SA","501461396-Protecnil - Sociedade Tecnica de Construções, SA | 500120501-SANESTRADAS - EMP. OB. PUB. E PART., SA | 504229753-UNIKOSTRÓI, Lda. | 501562044-Francisco Duarte Prego &amp; Filhos, Lda. | 500603456-Florindo Rodrigues Júnior &amp; Filhos S.A. | 502808071-Sibafil - Sociedade de Empreitadas, Lda. | 501325174-Constradas – Estradas e Construção Civil, S.A. | 502496878-Construções Pragosa, SA | 507383125-ESTRELA DO NORTE, S.A. | 500316066-Armando Cunha SA",188674.6,116999.0,115061.56,2023-01-30,2023-03-03,2023-03-13,2023-12-29,10,Amadora,45,Construção,505456010,500120501,municipio da amadora,sanestradas emp ob pub e part
10076459,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15511000-3 - Leite,Município de Oliveira de Azeméis,Lactogal,"507072855-PARMALAT PORTUGAL - Produtos Alimentares, Lda | 503183997-Lactogal",154491.34,142396.1,55182.528,2023-06-06,2023-06-16,2023-06-16,2024-12-06,2,Oliveira de Azemeis,15,Alimentação e bebidas,506302970,503183997,municipio de oliveira de azemeis,lactogal
9924106,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",85150000-5 - Serviços de imagiologia médica,"Centro Hospitalar Barreiro Montijo, E. P. E.","JOAQUIM CHAVES ONCOLOGIA, S.A.","504872982-HOSPITAL CUF DESCOBERTAS, S.A. | 500065080-CLINICA DE SANTO ANTÓNIO S.A. (clisa) | 500825556-Sindicato dos Bancários Sul e ilhas - Centro de Férias e Formação | 504148850-JOAQUIM CHAVES CLÍNICAS MÉDICAS AMBULATÓRIO, SOCIEDADE UNIPESSOAL, LDA",1277764.0,28800.0,25920.0,2023-03-24,2023-04-12,2023-04-12,2023-12-31,4,Barreiro,85,Saúde e equipamento médico,509186998,504148850,centro hospitalar barreiro montijo e p e,joaquim chaves oncologia
9924552,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33190000-8 - Dispositivos e produtos médicos variados,"Serviço de Saúde da Região Autónoma da Madeira, EPE-RAM","MEDTRONIC PORTUGAL, LDA.","504223933-Medtronic Portugal, Lda. | 510726941-BIOTRONIK PORTUGAL UNIPESSOAL LDA | 508570514-CARDIVA PORTUGAL | 513620834-KORDISH PORTUGAL, UNIPESSOAL LDA (EX. CARDINAL) | 504180746-ABBOTT MEDICAL PORT. DIST. PROD.MED. (EX. ST.JUDE) | 504988964-BOSTON SCIENTIFIC PORTUGAL, LDA",137750.0,17500.0,5000.0,2023-03-03,2023-03-29,2023-04-12,2023-12-10,6,Funchal,33,Saúde e equipamento médico,511228848,504223933,servico de saude da regiao autonoma da madeira epe ram,medtronic portugal
9925589,Empreitadas de obras públicas,Resolução do Contrato,45215200-9 - Construção de edifícios destinados a serviços sociais,Associação Fomento Amarense,"CRISMAGA, LDA","500553408-Alexandre Barbosa Borges, S.A. | 503367028-Domingos &amp; David Maia, S.A. | 500505292-Costeira - Engenharia e Construção S.A. | 504663909-Real Milenium Carmage . Construções S.A. | 503520977-CALANOR LDA | 513745343-CRISMAGA, LDA",1334298.4,1182230.0,446309.65,2022-09-01,2023-04-12,2023-04-13,2025-02-04,6,Amares,45,Construção,501649107,513745343,associacao fomento amarense,crismaga
9734443,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",66162000-3 - Serviços de custódia,Secretaria-Geral do Ministério da Administração Interna,"PAPIRO, SA","504799789-REISSWOLF SA | 500077568-CTT | 505067064-PAPIRO, SA",135379.61,86405.24,75763.72,2023-01-13,2023-01-23,2023-01-25,2026-03-27,3,,66,Finanças e seguros,600014665,505067064,secretaria geral do ministerio da administracao interna,papiro
9858577,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",22111000-1 - Livros escolares,"Casa Pia de Lisboa, I. P.","Vitor Escada Comercio e Serviços Unipessoal, Lda","507581547-Vitor Escada Comercio e Serviços Unipessoal, Lda",2130.36,2100.63,2100.63,2023-03-09,2023-03-09,2023-03-13,2023-11-15,1,,22,Material impresso e editorial,501390642,507581547,casa pia de lisboa i p,vitor escada comercio e servicos
9858728,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",50230000-6 - Serviços de reparação e manutenção e serviços conexos relacionados com estradas e outros equipamentos,"EMEL - Empresa Municipal de Mobilidade e Estacionamento de Lisboa, E. M., S. A.","ETRATRAF, S. A.","506370836-SOLTRAFEGO SOLUÇÕES DE TRANSITO EST. COM. S.A. | 503808202-Potencialcabos - Comércio de Material Elétrico, Lda. | 516343408-YUTRAFFIC, UNIPESSOAL, LDA | 500423644-ETRATRAF, S. A. | 980163358-SICE - SOCIEDAD IBERICA DE CONSTRUCCIONES ELECTRICAS,S.A.",585000.0,448950.0,432776.53,2022-11-30,2023-01-26,2023-03-13,2025-01-28,5,Lisboa,50,Manutenção e reparação,503311332,500423644,emel empresa municipal de mobilidade e estacionamento de lisboa e m,etratraf
9926026,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","44167300-1 - Curvas, tês e acessórios para tubos","Águas de Gaia, E. M., S. A.",AMBIDRAIN CONSULTADORIA EM ÁGUA E AMBIENTE LDA,"501075666-Humberto Poças, SA | 505301539-AMBIDRAIN CONSULTADORIA EM ÁGUA E AMBIENTE LDA",400000.0,400000.0,399999.9,2023-03-07,2023-04-11,2023-04-13,2024-05-10,2,Vila Nova de Gaia,44,Construção,504763202,505301539,aguas de gaia e m,ambidrain consultadoria em agua e ambiente
9926076,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",51210000-7 - Serviços de instalação de equipamento para medição,SIMAR – Serviços Intermunicipalizados de Loures e Odivelas,"Construbuild - Services, Limitada","509944647-Construbuild - Services, Limitada | 503460656-Gasfomento-Sistemas e Instalações de Gás, S.A. | 510903010-ENVIMAN – Manutenção de Sistemas Ambientais, Lda.",210500.0,210500.0,210500.0,2023-03-06,2023-04-03,2023-04-13,2024-11-06,3,Loures,51,Instalação e montagem,680009671,509944647,simar servicos intermunicipalizados de loures e odivelas,construbuild services limitada
9926165,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","72000000-5 - Serviços de TI: consultoria, desenvolvimento de software, Internet e apoio",Universidade da Beira Interior,Edudigital Portugal Educação e Tecnologias LDA,"502216336-Índice ICT &amp; Management, Lda | 510130968-Edudigital Portugal Educação e Tecnologias LDA",101500.0,95000.0,95000.0,2023-03-21,2023-04-06,2023-04-13,2023-11-29,2,Covilhã,72,Tecnologias de Informação,502083514,510130968,universidade da beira interior,edudigital portugal educacao e tecnologias
9926274,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33141126-9 - Ligaduras,"Administração Regional de Saúde do Norte, I. P.","BASTOS VIEGAS, SA","507162773-Medirm, Fabrico e Comércio de Dispositivos Médicos Lda | 510908497-OGMEDICAL - FSA Digital Med, Lda | 516110616-TEK4LIFE MED, LDA. | 515550043-ARIXMED, DISTRIBUIÇÃO DE PRODUTOS MÉDICOS, LDA | 507992822-RACLAC, S.A. | 513515119-GLSMED TRADE S.A. | 508592909-Batist Medical, Lda. | 505792362-Overpharma, Produtos Médicos e Farmacêuticos, Lda | 500432600-ABÍLIO FREIRE LDA. | 500042772-BASTOS VIEGAS, SA | 509211216-TEXTIL PLANAS OLIVERAS PORTUGAL UNIPESSOAL LDA",82753.92,28953.6,28953.6,2023-04-11,2023-04-13,2023-04-13,2023-11-24,11,Vila Real,33,Saúde e equipamento médico,503135593,500042772,administracao regional de saude do norte i p,bastos viegas
9926290,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45261420-4 - Obras de impermeabilização,"Gestão e Obras do Porto, E. M.","NMS Engenharia e Construção, Lda","505360381-GRANIMARANTE GRANITOS E CONSTRUCOES LDA | 513450785-EMPRIBUILD, Lda | 514783389-NMS - Engenharia e Construção, Unipessoal, Lda.",253068.45,244300.0,246123.65,2023-03-08,2023-04-12,2023-04-13,2025-03-18,3,Porto,45,Construção,505037238,514783389,gestao e obras do porto e m,nms engenharia e construcao
9926492,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",71520000-9 - Serviços de supervisão da construção,"Gestão e Obras do Porto, E. M.","Previsafety - Prevenção e Segurança no Trabalho,Lda.",,99000.0,80508.33,69750.0,2023-03-01,2023-04-12,2023-04-13,2024-09-03,0,Porto,71,Arquitetura e engenharia,505037238,508902177,gestao e obras do porto e m,previsafety prevencao e seguranca no trabalho
9927261,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",16000000-5 - Maquinaria agrícola,"Instituto Nacional de Investigação Agrária e Veterinária, I. P.",- - WINTERSTEIGER AG,--WINTERSTEIGER AG | 500758859-Miraldino Filipe Mendes e Cª Lda,508498.0,183770.0,183768.0,2023-02-06,2023-04-11,2023-04-13,2023-08-28,2,Elvas,16,Máquinas e equipamentos,510345271,,instituto nacional de investigacao agraria e veterinaria i p,wintersteiger ag
9927562,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33696500-0 - Reagentes de laboratório,"Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P.","PVL- Produtos para Laboratório, Lda","500399670-QUILABAN QUIMICA LAB ANALITICA | 507485149-Laborspirit Lda | 507958861-Frilabo II | 516436490-Biogerm Indústria, Lda | 501411852-PVL - PRODUTOS PARA LABORATORIO, LDA. | 503406694-IBERLAB &amp; IMUNOREAGE SOLUCOES LABORATORIOS,LDA",40050.0,19217.0,19217.0,2023-04-12,2023-04-13,2023-04-13,2023-11-29,6,,33,Saúde e equipamento médico,501427511,501411852,instituto nacional de saude doutor ricardo jorge i p,pvl produtos para laboratorio
9927701,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",30230000-0 - Equipamento informático,"Unidade Local de Saúde de Castelo Branco, E. P. E.","KONICA MINOLTA BUSINESS SOLUTIONS PORTUGAL, UNIPESSOAL, LDA","502605731-CGITI Portugal, S.A. | 502120070-Konica Minolta Business Solutions Portugal, Unipessoal, Lda. | 510306802-Attendsys, Soluções Globais de Atendimento, Lda",103980.0,103979.0,103979.0,2023-03-24,2023-03-30,2023-04-13,2023-06-29,3,,30,Máquinas e equipamentos,509309844,502120070,unidade local de saude de castelo branco e p e,konica minolta business solutions portugal
9927888,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",72416000-9 - Fornecedores de aplicações,INSTITUTO DE GESTÃO FINANCEIRA E EQUIPAMENTOS DA J,"Warpcom Services, S.A.","505134195-Warpcom Services, S.A.",140157.0,139473.0,139473.0,2023-02-09,2023-03-22,2023-04-13,2023-07-04,1,Lisboa,72,Tecnologias de Informação,510361242,505134195,instituto de gestao financeira e equipamentos da j,warpcom services
9928287,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33696500-0 - Reagentes de laboratório,"Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P.","Bio-Rad Laboratories, Lda","509952976-STAGO PORTUGAL UNIPESSOAL,LDA | 500948208-ILC - INSTRUMENTOS LABORATORIO E CIENTIFICOS, LDA | 513252088-Izasa Scientific, Lda. | 504022180-EUROIMMUN Portugal | 508440246-CSPSAUDE - Centro de Serviços Partilhados, S.A. | 501301321-Bio-Rad Laboratories, Lda. | 505025990-MEDITECNO - MEDICOS E SISTEMAS DIAGNOSTICO, LDA | 502380543-Bioportugal | 502501880-ARIUM - SISTEMAS DE DIAGNOSTICO, LDA | 503636975-ENZIfarma - Diagnostica e Farmacêutica, S.A. | 503531588-LUSOPALEX PRODUTOS DE SAUDE UNIPESSOAL, LDA",26575.0,3292.2,3292.2,2023-04-06,2023-04-06,2023-04-13,2023-11-22,11,Lisboa,33,Saúde e equipamento médico,501427511,501301321,instituto nacional de saude doutor ricardo jorge i p,bio rad laboratories
9928316,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33696500-0 - Reagentes de laboratório,"Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P.","ARIUM - Sistemas de Diagnóstico, LDA.","509952976-STAGO PORTUGAL UNIPESSOAL,LDA | 500948208-ILC - INSTRUMENTOS LABORATORIO E CIENTIFICOS, LDA | 513252088-Izasa Scientific, Lda. | 504022180-EUROIMMUN Portugal | 508440246-CSPSAUDE - Centro de Serviços Partilhados, S.A. | 501301321-Bio-Rad Laboratories, Lda. | 505025990-MEDITECNO - MEDICOS E SISTEMAS DIAGNOSTICO, LDA | 502380543-Bioportugal | 502501880-ARIUM - SISTEMAS DE DIAGNOSTICO, LDA | 503636975-ENZIfarma - Diagnostica e Farmacêutica, S.A. | 503531588-LUSOPALEX PRODUTOS DE SAUDE UNIPESSOAL, LDA",26575.0,449.28,449.28,2023-04-06,2023-04-06,2023-04-13,2023-09-27,11,Lisboa,33,Saúde e equipamento médico,501427511,502501880,instituto nacional de saude doutor ricardo jorge i p,arium sistemas de diagnostico
9860254,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",24951000-5 - Massas e produtos lubrificantes,CP - Comboios de Portugal EPE,"SPINERG - Soluções para Energia, Unipessoal, Lda.","509706169-LUBRIGRUPO II - COMERCIO E DIST. LUBRIFICANTES SA | 501219366-Travocar - Lubrifricantes, Lda | 507039467-Spinerg - Soluções para Energia Lda | 503289850-Barcenol Representações Lda | 500697370-Petrogal, S.A. | 503291897-VAL-VEDA - Comércio de Equipamentos para a Indústria, Lda | 505720051-Gestlub - Sociedade Gestora de Lubrificantes, Lda",542528.09,63825.96,51792.76,2023-01-18,2023-01-26,2023-03-13,2024-02-22,7,,24,Produtos químicos,500498601,507039467,cp comboios de portugal epe,spinerg solucoes para energia
9928404,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33696500-0 - Reagentes de laboratório,"Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P.","Stago Portugal Unipessoal, Lda","509952976-STAGO PORTUGAL UNIPESSOAL,LDA | 500948208-ILC - INSTRUMENTOS LABORATORIO E CIENTIFICOS, LDA | 513252088-Izasa Scientific, Lda. | 504022180-EUROIMMUN Portugal | 508440246-CSPSAUDE - Centro de Serviços Partilhados, S.A. | 501301321-Bio-Rad Laboratories, Lda. | 505025990-MEDITECNO - MEDICOS E SISTEMAS DIAGNOSTICO, LDA | 502380543-Bioportugal | 502501880-ARIUM - SISTEMAS DE DIAGNOSTICO, LDA | 503636975-ENZIfarma - Diagnostica e Farmacêutica, S.A. | 503531588-LUSOPALEX PRODUTOS DE SAUDE UNIPESSOAL, LDA",26575.0,3995.43,3995.43,2023-04-06,2023-04-13,2023-04-13,2023-08-30,11,Lisboa,33,Saúde e equipamento médico,501427511,509952976,instituto nacional de saude doutor ricardo jorge i p,stago portugal
9860631,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",48220000-6 - Pacote de software para Internet e intranet,Fundação INATEL,"IDW - CONSULTORIA EM SERVIÇOS DE INFORMAÇÃO, LDA.,","504243926-IDW - CONSULTORIA EM SERVIÇOS DE INFORMAÇÃO, LDA.,",9000.0,8354.98,8354.98,2023-02-28,2023-03-10,2023-03-14,2024-03-31,1,,48,Tecnologias de Informação,500122237,504243926,fundacao inatel,idw consultoria em servicos de informacao
9929019,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","33000000-0 - Equipamento médico, medicamentos e produtos para cuidados pessoais",Santa Casa da Misericórdia de Lisboa,TEMPERSIMETRIA UNIPESSOAL LDA,"506517080-Hemicare, Lda | 507757777-AUDIOVITAL, APARELHOS AUDITIVOS E ELECTROMEDICINA, LDA. | 510163564-REHAPOINT, LDA. | 502111216-ERGOMÉTRICA-PRODUTOS DE APOIO, ORTOPÉDICOS E DE ELEVAÇÃO, LDA. | 510576524-UNIVERSO SENIOR | 505459671-ATARAXIA - ESTUDOS E SERVIÇOS EM TECNOLOGIAS DE INFORMAÇÃO LDA | 510501737-TEMPERSIMETRIA UNIPESSOAL, LDA.",59099.0,12676.05,12676.05,2023-03-10,2023-04-11,2023-04-14,2023-10-25,7,Lisboa,33,Saúde e equipamento médico,500745471,510501737,santa casa da misericordia de lisboa,tempersimetria
9929284,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45259100-8 - Reparação e manutenção de estações de tratamento de águas residuais,"SIMDOURO - Saneamento do Grande Porto, S. A.","JMR2 - Obras Públicas e Engenharia, Lda","510758070-AMYDRA CONSTRUÇÕES LDA. | 506442179-JOÃO MATOS &amp; RIBEIRO 2 - OBRAS PÚBLICAS &amp; ENGENHARIA, LDA.",1700000.0,1650000.0,2087668.83,2023-03-08,2023-03-31,2023-04-14,2024-12-31,2,Vila Nova de Gaia,45,Construção,514310103,506442179,simdouro saneamento do grande porto,jmr2 obras publicas e engenharia
9929466,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45453100-8 - Obras de recuperação,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.",URBISISTEMA Construção Civil Lda.,"504180231-Mundimat S.A. | 501566546-URBISISTEMA CONSTRUÇÃO CIVIL LDA | 507909070-Tempo Analógico, Lda. | 508112320-FUNÇÃO CRIAR UNIPESSOAL LDA | 510065775-IZUMIX Unipessoal Lda",168261.9,159600.0,166580.0,2023-03-28,2023-04-12,2023-04-14,2025-07-25,5,Lisboa,45,Construção,503541567,501566546,gebalis gestao do arrendamento da habitacao municipal de lisboa e m,urbisistema construcao civil
9929709,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",39831200-8 - Detergentes,"Serviço de Saúde da Região Autónoma da Madeira, EPE-RAM","- - PRODYALCA - COMÉRCIO DE PRODUTOS QUÍMICOS, LDA","513927980-LOGIMADE, LDA | 510115381-Higimax - Soluções de Higiene e Limpeza, unipessoal, Lda | 514115866-PERCENTAGEMCRISTALINA LDA | 515083704-ADSTERPT UNIPESSOAL, LDA. | 502271728-PAUL HARTMANN, LDA | 511145691-Seta Verde - Controlo e Auditoria Higiene Alimentar, Lda | 511271301-Baratanet, Lda | 506565165-Prodyalca, Lda.",148990.32,1888.0,1888.0,2023-03-28,2023-04-14,2023-04-14,2023-09-29,8,Funchal,39,Mobiliário e limpeza,511228848,,servico de saude da regiao autonoma da madeira epe ram,prodyalca comercio de produtos quimicos
9929766,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","24931250-6 - Meios de cultura
33140000-3 - Material médico de consumo
24900000-3 - Produtos químicos variados e de alta qualidade","Instituto Nacional de Investigação Agrária e Veterinária, I. P.","Frilabo II,Ldª,","500399670-Quilaban, S.A | 507958861-FRILABO II LDA | 500274231-Soquímica, Sociedade de Representações de Química, Lda | 500948208-ILC - INSTRUMENTOS LABORATORIO E CIENTIFICOS, LDA | 508432901-NZYTECH - GENES E ENZIMAS | 507485149-Laborspirit Lda | 502380543-Bioportugal | 502515619-IRLANDOX LABORATORIOS QUIMICA ANALITICA, LDA | 501524177-BioMerieux Portugal | 503842770-VWR International - Material de Laboratório,Lda. | 505400057-AMBIFOOD, LDA | 510662625-ENZYMATIC, S.A.",437666.79,62625.56,62625.56,2023-02-16,2023-03-27,2023-04-14,2023-10-26,12,Vila do Conde,24,Produtos químicos,510345271,507958861,instituto nacional de investigacao agraria e veterinaria i p,frilabo ii
9929822,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",33696500-0 - Reagentes de laboratório,"Instituto Nacional de Investigação Agrária e Veterinária, I. P.","Nzytech, Lda - genes &amp; enzymes","500399670-Quilaban, S.A | 507958861-FRILABO II LDA | 500274231-Soquímica, Sociedade de Representações de Química, Lda | 500948208-ILC - INSTRUMENTOS LABORATORIO E CIENTIFICOS, LDA | 508432901-NZYTECH - GENES E ENZIMAS | 507485149-Laborspirit Lda | 502380543-Bioportugal | 502515619-IRLANDOX LABORATORIOS QUIMICA ANALITICA, LDA | 501524177-BioMerieux Portugal | 503842770-VWR International - Material de Laboratório,Lda. | 505400057-AMBIFOOD, LDA | 510662625-ENZYMATIC, S.A.",437666.79,3656.0,3656.0,2023-02-16,2023-04-14,2023-04-14,2023-09-22,12,Vila do Conde,33,Saúde e equipamento médico,510345271,508432901,instituto nacional de investigacao agraria e veterinaria i p,nzytech genes &amp enzymes
9861432,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15842000-2 - Chocolate e produtos de confeitaria,Serviços de Ação Social da Universidade do Minho,"Vanibru - Comércio de Produtos Alimentares, Lda.","502388803-Vanibru - Comércio de Produtos Alimentares, Lda.",16768.87,1311.96,1245.99,2023-03-02,2023-03-13,2023-03-14,2023-07-13,1,Braga,15,Alimentação e bebidas,680047360,502388803,servicos de acao social da universidade do minho,vanibru comercio de produtos alimentares
9930366,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45453100-8 - Obras de recuperação,"Direcção-Geral do Livro, dos Arquivos e das Bibliotecas","L37, Unipessoal, Lda","510917259-L37, Unipessoal, Lda",87000.0,86824.16,90894.16,2023-02-17,2023-03-24,2023-04-14,2023-09-21,1,Faro,45,Construção,600084892,510917259,direccao geral do livro dos arquivos e das bibliotecas,l37
9930490,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",66110000-4 - Serviços de banca,"Águas de Gaia, E. M., S. A.",CTT CORREIOS DE PORTUGAL SA,"507979168-PAYPAYUE - Instituição de Pagamento, Unipessoal Lda | 500960046-Caixa Geral de Depósitos | 500844321-BANCO SANTANDER TOTTA, S.A. | 501525882-Banco Comercial Português S.A. | 510563090-Altice Pay, SA | 500077568-CTT | 501214534-Banco BPI, SA",720000.0,30000.0,31473.0,2023-02-23,2023-04-11,2023-04-14,2024-08-09,7,Vila Nova de Gaia,66,Finanças e seguros,504763202,500077568,aguas de gaia e m,ctt correios de portugal
9861953,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",77310000-6 - Serviços de plantação e manutenção de áreas verdes,"Águas do Tejo Atlântico, SA",Purgest Serviços Ambientais Lda.,"504839748-SAMSIC PORTUGAL-Facilities Services, S.A. | 510980619-NewContornos Jardinagem Unipessoal, Lda | 515046094-AGROCENTENO, UNIPESSOAL, LDA | 502050942-VIBEIRAS - Sociedade Comercial de Plantas SA | 505634848-Flora Garden - Projectos de Silvicultura e Jardinagem | 510575617-Jardins Tesouro - Construção e Manutenção de Jardins, Lda. | 504338854-PERENE, S.A | 503307483-PreZero Portugal, S.A. | 501188568-ESPAÇOS VERDES – PROJECTOS E CONSTRUÇÃO, LDA | 509122833-Relva Viva - Gestão Florestal e Jardins Unip. Lda. | 505874849-Verdena, Lda | 514780355-Purgest Serviços Ambientais, Lda.",275897.0,21359.21,12459.51,2023-02-07,2023-03-13,2023-03-14,2024-02-29,12,Cascais,77,Agricultura e pesca,514387130,514780355,aguas do tejo atlantico,purgest servicos ambientais
